paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN
1993;1404400;Lievestuoreenjärvi;W;Vedenkorkeus;14.391;Jatkuva;6.5.1999;19.01.2026;Keski-Suomi;8367.0;8339.0;;;
1996;1404510;Leppävesi, Leppälahti;W;Vedenkorkeus;14.311;Jatkuva;1.1.1919;18.01.2026;Keski-Suomi;8029.0;7999.0;7975.0;;
1997;1404520;Leppävesi, Kaunisharju;W;Vedenkorkeus;14.311;Jatkuva;1.1.1946;17.01.2026;Keski-Suomi;7959.0;7929.0;7905.0;;
1998;1404610;Päijänne, pohj.;W;Vedenkorkeus;14.231;Jatkuva;1.1.1910;18.01.2026;Keski-Suomi;7677.0;7646.0;7622.0;;
2000;1404720;Palokkajärvi;W;Vedenkorkeus;14.291;Jatkuva;1.1.1970;18.01.2026;Keski-Suomi;0.0;-29.0;-54.0;;
2001;1404800;Muuratjärvi;W;Vedenkorkeus;14.281;Jatkuva;1.1.1910;18.01.2026;Keski-Suomi;8963.0;8934.0;8910.0;;
2002;1404810;Saarijärvi;W;Vedenkorkeus;14.272;Jatkuva;1.7.1983;19.01.2026;Keski-Suomi;11718.0;11688.0;;;
2003;1404900;Ala-Kintaus;W;Vedenkorkeus;14.552;Jatkuva;1.1.1910;18.01.2026;Keski-Suomi;15369.0;15338.0;15313.0;;
2004;1405000;Petäjävesi;W;Vedenkorkeus;14.531;Jatkuva;1.1.1910;19.01.2026;Keski-Suomi;11054.0;11023.0;10999.0;;
2007;1405210;Jämsänkoski, ylä;W;Vedenkorkeus;14.512;Jatkuva;1.1.1923;11.01.2026;Keski-Suomi;52.0;23.0;0.0;;
2009;1405240;Patalankoski, ylä;W;Vedenkorkeus;14.512;Jatkuva;1.1.1971;28.12.2025;Keski-Suomi;52.0;;0.0;;
2010;1405250;Patalankoski, ala;W;Vedenkorkeus;14.511;Jatkuva;1.1.1971;21.12.2025;Keski-Suomi;52.0;;0.0;;
2011;1405300;Isojärvi;W;Vedenkorkeus;14.263;Jatkuva;25.9.1909;18.01.2026;Pirkanmaa;11829.0;11801.0;11781.0;;
2012;1405310;Pälämä;W;Vedenkorkeus;14.264;Jatkuva;2.6.1983;19.01.2026;Keski-Suomi;8864.0;8836.0;;;
2014;1405430;Alajärvi;W;Vedenkorkeus;14.251;Jatkuva;1.1.1984;13.01.2026;Päijät-Häme;37.0;10.0;;0.0;
2015;1405440;Miestämä;W;Vedenkorkeus;14.252;Jatkuva;20.1.1946;13.01.2026;Päijät-Häme;37.0;10.0;;0.0;
2016;1405510;Suontee, Viherinkoski;W;Vedenkorkeus;14.841;Jatkuva;1.1.1910;18.01.2026;Keski-Suomi;9332.0;9305.0;9287.0;;
2018;1405700;Jääsjärvi, etelä;W;Vedenkorkeus;14.821;Jatkuva;1.1.1910;04.01.2026;Päijät-Häme;9140.0;9113.0;9096.0;;
2024;1406100;Vesijärvi;W;Vedenkorkeus;14.241;Jatkuva;1.1.1909;19.01.2026;Päijät-Häme;39.0;14.0;0.0;6.0;
2030;1406510;Päijänne, Kalkkinen;W;Vedenkorkeus;14.211;Jatkuva;1.1.1941;18.01.2026;Päijät-Häme;42.0;16.0;0.0;;
2031;1406520;Kalkkistenkoski;W;Vedenkorkeus;14.141;Jatkuva;14.8.1940;18.01.2026;Päijät-Häme;42.0;16.0;0.0;;
2033;1406610;Kalkkinen, ala;W;Vedenkorkeus;14.141;Jatkuva;12.7.1940;18.01.2026;Päijät-Häme;42.0;16.0;0.0;;
2034;1406710;Ruotsalainen, Heinola;W;Vedenkorkeus;14.141;Jatkuva;27.8.1900;18.01.2026;Päijät-Häme;7528.0;7503.0;7488.0;;
2035;1406800;Ala-Rieveli;W;Vedenkorkeus;14.171;Jatkuva;1.1.1910;18.01.2026;Päijät-Häme;7694.0;7669.0;7654.0;;
2036;1406900;Konnivesi;W;Vedenkorkeus;14.131;Jatkuva;26.8.1908;17.01.2026;Päijät-Häme;38.0;14.0;0.0;;
2037;1406910;Kettujärvi;W;Vedenkorkeus;14.122;Jatkuva;1.3.1987;17.01.2026;Päijät-Häme;37.0;;0.0;;
2039;1406930;Konnivesi, Vuolenkoski, ylä;W;Vedenkorkeus;14.131;Jatkuva;1.1.1971;17.01.2026;Päijät-Häme;37.0;;0.0;;
2040;1406940;Vuolenkoski, ala;W;Vedenkorkeus;14.131;Jatkuva;1.1.1971;17.01.2026;Päijät-Häme;37.0;;0.0;;
2041;1407000;Mankala;W;Vedenkorkeus;14.122;Jatkuva;1.1.1901;17.01.2026;Päijät-Häme;37.0;13.0;0.0;;
2044;1407130;Mankalan voimalaitos, ylä;W;Vedenkorkeus;14.122;Jatkuva;1.1.1950;17.01.2026;Päijät-Häme;35.0;13.0;0.0;;
2045;1407140;Mankalan voimalaitos, ala;W;Vedenkorkeus;14.121;Jatkuva;1.1.1950;17.01.2026;Päijät-Häme;35.0;13.0;0.0;;
2048;1407310;Pyhäjärvi, Jaala;W;Vedenkorkeus;14.121;Jatkuva;15.9.1957;17.01.2026;Kymenlaakso;35.0;13.0;0.0;;
2049;1407400;Kyyvesi, Haukivuori;W;Vedenkorkeus;14.932;Jatkuva;4.6.1909;18.01.2026;Etelä-Savo;10000.0;9973.0;9957.0;;
2050;1407410;Iso-Naakkima;W;Vedenkorkeus;14.937;Jatkuva;5.9.1986;18.01.2026;Etelä-Savo;11062.0;11034.0;;;
2053;1407700;Synsiä;W;Vedenkorkeus;14.926;Jatkuva;1.1.1910;19.01.2026;Etelä-Savo;10974.0;10946.0;;;
2055;1407810;Puulavesi, Liekune;W;Vedenkorkeus;14.922;Jatkuva;1.1.1964;18.01.2026;Etelä-Savo;41.0;15.0;0.0;;
2057;1407830;Vahvajärvi;W;Vedenkorkeus;14.921;Jatkuva;27.9.1938;18.01.2026;Etelä-Savo;8775.0;8749.0;8733.0;;
2059;1408000;Lahnavesi, Tuustaipale, ala;W;Vedenkorkeus;14.913;Jatkuva;1.1.1910;18.01.2026;Etelä-Savo;7919.0;7894.0;7879.0;;
2061;1408100;Pyhävesi, Mäntyharju;W;Vedenkorkeus;14.972;Jatkuva;1.1.1910;19.01.2026;Etelä-Savo;8074.0;8049.0;8035.0;;
2062;1408200;Juolasvesi, Voikoski;W;Vedenkorkeus;14.913;Jatkuva;26.5.1909;19.01.2026;Kymenlaakso;7808.0;7785.0;7771.0;;
2064;1408320;Vuohijärvi, etelä;W;Vedenkorkeus;14.912;Jatkuva;1.1.1971;17.01.2026;Kymenlaakso;34.0;12.0;0.0;;
2065;1408330;Siikakoski, ala;W;Vedenkorkeus;14.911;Jatkuva;1.1.1990;17.01.2026;Kymenlaakso;35.0;;0.0;;
2066;1408340;Verla, ylä;W;Vedenkorkeus;14.911;Jatkuva;1.1.1990;17.01.2026;Kymenlaakso;35.0;;0.0;;
2067;1408400;Kamponen, Puolakka;W;Vedenkorkeus;14.911;Jatkuva;3.8.1909;17.01.2026;Kymenlaakso;35.0;12.0;0.0;;
2068;1408410;Suolajärvi;W;Vedenkorkeus;14.911;Jatkuva;23.4.1941;17.01.2026;Kymenlaakso;35.0;;0.0;;
2069;1408420;Sonnanjärvi;W;Vedenkorkeus;14.911;Jatkuva;23.4.1941;17.01.2026;Kymenlaakso;35.0;12.0;0.0;;
2072;1408610;Voikkaa, ylä;W;Vedenkorkeus;14.121;Jatkuva;23.9.1957;17.01.2026;Kymenlaakso;33.0;11.0;0.0;;
2074;1408800;Ylä-Kivijärvi;W;Vedenkorkeus;14.192;Jatkuva;18.8.1909;19.01.2026;Etelä-Karjala;7443.0;7422.0;7416.0;;
2075;1408900;Ala-Kivijärvi;W;Vedenkorkeus;14.191;Jatkuva;18.8.1909;18.01.2026;Etelä-Karjala;7374.0;7353.0;7346.0;;
2079;1409110;Haukkajärvi;W;Vedenkorkeus;14.182;Jatkuva;1.1.1961;18.01.2026;Kymenlaakso;6131.0;6110.0;6101.0;;
2080;1409120;Jyräänkoski;W;Vedenkorkeus;14.181;Jatkuva;1.2.1963;17.01.2026;Kymenlaakso;22.0;0.0;;;
2083;1409220;Lappakoski, ylä;W;Vedenkorkeus;14.115;Jatkuva;1.1.1918;17.01.2026;Kymenlaakso;33.0;11.0;0.0;;
2084;1409300;Kuusankoski, ylä;W;Vedenkorkeus;14.115;Jatkuva;1.1.1955;17.01.2026;Kymenlaakso;32.0;;0.0;;
2085;1409310;Kuusankoski, ylä;W;Vedenkorkeus;14.115;Jatkuva;1.1.1902;17.01.2026;Kymenlaakso;32.0;11.0;0.0;;
2087;1409410;Kuusankoski, ala;W;Vedenkorkeus;14.114;Jatkuva;1.1.1926;17.01.2026;Kymenlaakso;33.0;;0.0;;
2090;1409520;Keltti, ylä;W;Vedenkorkeus;14.113;Jatkuva;1.1.1958;17.01.2026;Kymenlaakso;32.0;10.0;0.0;;
2091;1409610;Keltti, ala;W;Vedenkorkeus;14.113;Jatkuva;1.1.1970;17.01.2026;Kymenlaakso;32.0;;0.0;;
2092;1409700;Myllykoski, ylä;W;Vedenkorkeus;14.113;Jatkuva;21.7.1900;17.01.2026;Kymenlaakso;30.0;;0.0;;
2093;1409800;Myllykoski, ala;W;Vedenkorkeus;14.112;Jatkuva;1.9.1909;17.01.2026;Kymenlaakso;30.0;;0.0;;
2094;1409900;Anjala, ylä;W;Vedenkorkeus;14.112;Jatkuva;1.1.1910;30.4.2025;Kymenlaakso;29.0;8.0;0.0;;
2095;1409910;Anjala, ylä;W;Vedenkorkeus;14.111;Jatkuva;25.11.1939;30.4.2025;Kymenlaakso;29.0;8.0;0.0;;
2096;1410000;Anjala, ala;W;Vedenkorkeus;14.111;Jatkuva;14.7.1900;30.4.2025;Kymenlaakso;29.0;8.0;0.0;;
2099;1410200;Ahvio, ylä;W;Vedenkorkeus;14.111;Jatkuva;1.1.1901;19.01.2026;Kymenlaakso;1857.0;1835.0;1828.0;;
2102;1410400;Pernoo, ylä;W;Vedenkorkeus;14.111;Jatkuva;15.7.1900;19.01.2026;Kymenlaakso;1706.0;1685.0;1678.0;;
2105;1410600;Parikka;W;Vedenkorkeus;14.111;Jatkuva;21.7.1900;17.01.2026;Kymenlaakso;27.0;6.0;0.0;;
2110;1410840;Hirvikoski;W;Vedenkorkeus;14.111;Jatkuva;12.5.1933;19.01.2026;Kymenlaakso;1540.0;1518.0;1511.0;;
2111;1410900;Tammijärvi;W;Vedenkorkeus;14.111;Jatkuva;1.1.1905;17.01.2026;Kymenlaakso;22.0;0.0;-6.0;;
2115;1411110;Klåsarö, ala;W;Vedenkorkeus;14.111;Jatkuva;1.1.1920;17.01.2026;Kymenlaakso;22.0;0.0;-6.0;;
2117;1411220;Kuuskoski;W;Vedenkorkeus;14.111;Jatkuva;1.1.1920;17.01.2026;Uusimaa;28.0;5.0;0.0;;
2118;1600110;Pyhäjärvi;W;Vedenkorkeus;16.003;Jatkuva;8.10.1953;18.01.2026;Uusimaa;3937.0;3914.0;3905.0;;
2122;1800500;Vakkola;W;Vedenkorkeus;18.021;Jatkuva;25.1.1963;18.01.2026;Uusimaa;1492.0;1469.0;;1464.0;
2123;1900100;Vekkoski;W;Vedenkorkeus;19.001;Jatkuva;1.1.1964;19.01.2026;Uusimaa;952.0;927.0;922.0;;
2125;1900400;Hirvihaaranjoki;W;Vedenkorkeus;19.004;Jatkuva;18.9.1986;18.01.2026;Uusimaa;7189.0;7165.0;;;
2126;2100110;Hirvijärvi;W;Vedenkorkeus;21.033;Jatkuva;15.11.1958;19.01.2026;Kanta-Häme;39.0;14.0;0.0;;
2127;2100120;Ylä-Suolijärvi;W;Vedenkorkeus;21.033;Jatkuva;1.1.1961;19.01.2026;Uusimaa;40.0;;0.0;;
2129;2100130;Kytäjärvi;W;Vedenkorkeus;21.032;Jatkuva;1.1.1960;19.01.2026;Uusimaa;39.0;;0.0;;
2132;2101220;Myllymäki;W;Vedenkorkeus;21.012;Jatkuva;1.1.1959;19.01.2026;Uusimaa;33.0;7.0;0.0;;
2133;2101310;Tuusulanjärvi;W;Vedenkorkeus;21.082;Jatkuva;1.1.1959;18.01.2026;Uusimaa;34.0;8.0;0.0;;
2135;2101520;Hanala;W;Vedenkorkeus;21.092;Jatkuva;1.1.1966;19.01.2026;Uusimaa;33.0;6.0;;0.0;
2138;2200310;Palojärvenkoski;W;Vedenkorkeus;22.004;Jatkuva;1.1.1964;19.01.2026;Uusimaa;4659.0;4634.0;;;
2140;2200620;Siuntionjoki;W;Vedenkorkeus;22.002;Jatkuva;15.8.1975;19.01.2026;Uusimaa;308.0;282.0;273.0;;
2141;2300100;Vanjoki;W;Vedenkorkeus;23.042;Jatkuva;22.8.1912;19.01.2026;Uusimaa;3195.0;3170.0;;3161.0;
2143;2300150;Punelia;W;Vedenkorkeus;23.053;Jatkuva;1.1.1971;18.01.2026;Kanta-Häme;36.0;10.0;;0.0;
2146;2300500;Hiidenvesi;W;Vedenkorkeus;23.031;Jatkuva;7.10.1910;19.01.2026;Uusimaa;38.0;13.0;0.0;;
2149;2300900;Lohjanjärvi, Lohja;W;Vedenkorkeus;23.021;Jatkuva;13.4.1900;18.01.2026;Uusimaa;36.0;11.0;0.0;;
2154;2500400;Kaukolankoski;W;Vedenkorkeus;25.002;Jatkuva;1.3.1970;19.01.2026;Varsinais-Suomi;1619.0;1591.0;;;
2156;2700110;Painionjärvi;W;Vedenkorkeus;27.042;Jatkuva;1.1.1965;18.01.2026;Varsinais-Suomi;12.0;-15.0;;-26.0;
2322;4700300;Lappajärvi, Niska;W;Vedenkorkeus;47.023;Jatkuva;22.4.1905;19.01.2026;Etelä-Pohjanmaa;6729.0;6689.0;;;
2324;4700320;Lappajärvi, Halkosaari;W;Vedenkorkeus;47.031;Jatkuva;1.1.1963;19.01.2026;Etelä-Pohjanmaa;53.0;14.0;;0.0;
2326;4700420;Evijärvi, Joensuu;W;Vedenkorkeus;47.021;Jatkuva;1.1.1969;19.01.2026;Etelä-Pohjanmaa;41.0;0.0;;-14.0;
2327;4700430;Evijärvi, Kaarenhaara, Alavesi;W;Vedenkorkeus;47.015;Jatkuva;1.1.1964;19.01.2026;Etelä-Pohjanmaa;6017.0;5976.0;;;
2328;4800100;Kruunupyy;W;Vedenkorkeus;48.001;Jatkuva;1.1.1990;19.01.2026;Pohjanmaa;45.0;2.0;;;
2330;4900300;Tunkkari;W;Vedenkorkeus;49.024;Jatkuva;1.8.1978;18.01.2026;Keski-Pohjanmaa;6141.0;6101.0;;;
2332;4900410;Lahnakoski;W;Vedenkorkeus;49.021;Jatkuva;1.10.1985;18.01.2026;Keski-Pohjanmaa;43.0;15.0;;0.0;
2334;5000300;Hyyppä;W;Vedenkorkeus;50.002;Jatkuva;1.3.1966;18.01.2026;Keski-Pohjanmaa;684.0;642.0;;;
2336;5100200;Lestijärvi;W;Vedenkorkeus;51.032;Jatkuva;14.2.1919;18.01.2026;Keski-Pohjanmaa;14080.0;14041.0;;14028.0;
2338;5100500;Saarenpää;W;Vedenkorkeus;51.012;Jatkuva;1.8.1978;19.01.2026;Keski-Pohjanmaa;2460.0;2419.0;;;
2340;5300200;Haapajärvi;W;Vedenkorkeus;53.043;Jatkuva;1.1.1913;18.01.2026;Pohjois-Pohjanmaa;48.0;13.0;;0.0;
2342;5300220;Hautaperä;W;Vedenkorkeus;53.081;Jatkuva;1.1.1976;18.01.2026;Pohjois-Pohjanmaa;48.0;13.0;;0.0;
2343;5300400;Malisjoki;W;Vedenkorkeus;53.061;Jatkuva;1.9.1985;18.01.2026;Pohjois-Pohjanmaa;7613.0;7575.0;;;
2349;5300740;Niskakoski;W;Vedenkorkeus;53.021;Jatkuva;11.11.1970;19.01.2026;Pohjois-Pohjanmaa;2868.0;2826.0;;;
2352;5400100;Pyhäjärvi, Pyhäsalmi;W;Vedenkorkeus;54.051;Jatkuva;17.2.1919;18.01.2026;Pohjois-Pohjanmaa;13838.0;13805.0;13774.0;13793.0;
2355;5400200;Haapajärvi;W;Vedenkorkeus;54.031;Jatkuva;1.9.1931;18.01.2026;Pohjois-Pohjanmaa;40.0;0.0;;;
2360;5400410;Tolpankoski;W;Vedenkorkeus;54.011;Jatkuva;16.5.1983;18.01.2026;Pohjois-Pohjanmaa;42.0;0.0;;;
2361;5700130;Lamujoki;W;Vedenkorkeus;57.061;Jatkuva;28.10.1975;18.01.2026;Pohjois-Pohjanmaa;6529.0;6490.0;;6477.0;
2363;5700250;Uljua;W;Vedenkorkeus;57.023;Jatkuva;1.5.1970;18.01.2026;Pohjois-Pohjanmaa;52.0;;;0.0;
2365;5700410;Harjunniva;W;Vedenkorkeus;57.013;Jatkuva;1.5.1958;18.01.2026;Pohjois-Pohjanmaa;4469.0;4429.0;4394.0;;
2366;5700700;Länkelä;W;Vedenkorkeus;57.011;Jatkuva;23.10.1935;18.01.2026;Pohjois-Pohjanmaa;1705.0;1663.0;1626.0;;
2367;5900110;Hossanjärvi;W;Vedenkorkeus;59.522;Jatkuva;11.9.1962;19.01.2026;Kainuu;21362.0;21332.0;;;
2368;5900160;Piispajärvi-Vellijärvi;W;Vedenkorkeus;59.572;Jatkuva;6.2.1975;19.01.2026;Kainuu;24727.0;24697.0;;;
2369;5900180;Pesiöjärvi;W;Vedenkorkeus;59.541;Jatkuva;13.6.1979;19.01.2026;Kainuu;21293.0;21263.0;;;
2372;5900220;Kiantajärvi, Ämmänsaari;W;Vedenkorkeus;59.511;Jatkuva;1.1.1961;18.01.2026;Kainuu;62.0;32.0;0.0;;
2374;5900360;Palojärvi;W;Vedenkorkeus;59.632;Jatkuva;19.10.1976;19.01.2026;Kainuu;20428.0;20400.0;;;
2375;5900400;Vuokkijärvi, Sanki;W;Vedenkorkeus;59.621;Jatkuva;22.11.1938;18.01.2026;Kainuu;61.0;32.0;0.0;;
2377;5900510;Niemelänjärvi;W;Vedenkorkeus;59.721;Jatkuva;1.1.1976;18.01.2026;Kainuu;16223.0;16195.0;;;
2378;5900610;Hyrynjärvi;W;Vedenkorkeus;59.431;Jatkuva;1.1.1950;18.01.2026;Kainuu;42.0;13.0;;0.0;
2379;5900700;Iso-Pyhäntä;W;Vedenkorkeus;59.482;Jatkuva;1.1.1961;18.01.2026;Kainuu;64.0;34.0;0.0;;
2380;5900900;Ristijärvi;W;Vedenkorkeus;59.412;Jatkuva;1.4.1938;18.01.2026;Kainuu;43.0;13.0;;0.0;
2381;5900940;Uva;W;Vedenkorkeus;59.442;Jatkuva;1.1.1976;19.01.2026;Kainuu;15282.0;15253.0;;;
2383;5901110;Kivesjärvi;W;Vedenkorkeus;59.351;Jatkuva;1.2.1974;18.01.2026;Kainuu;13488.0;13457.0;;;
2384;5901320;Änättijärvi;W;Vedenkorkeus;59.931;Jatkuva;14.8.1911;19.01.2026;Kainuu;18198.0;18170.0;18140.0;;
2385;5901600;Kalliojärvi;W;Vedenkorkeus;59.952;Jatkuva;22.3.1974;18.01.2026;Kainuu;17582.0;17554.0;;;
2386;5901710;Lentua;W;Vedenkorkeus;59.921;Jatkuva;1.1.1911;18.01.2026;Kainuu;16762.0;16734.0;16704.0;;
2387;5901820;Saunajärvi;W;Vedenkorkeus;59.977;Jatkuva;1.4.1986;18.01.2026;Kainuu;19466.0;19440.0;;;
2389;5901900;Lammasjärvi;W;Vedenkorkeus;59.912;Jatkuva;1.1.1937;17.01.2026;Kainuu;53.0;26.0;0.0;;
2391;5902100;Kellojärvi;W;Vedenkorkeus;59.942;Jatkuva;14.6.1912;18.01.2026;Kainuu;16053.0;16026.0;;;
2394;5902210;Ontojärvi, Paloniemi;W;Vedenkorkeus;59.911;Jatkuva;1.1.1957;17.01.2026;Kainuu;58.0;30.0;0.0;;
2397;5902400;Kaitainsalmi;W;Vedenkorkeus;59.822;Jatkuva;1.1.1962;18.01.2026;Kainuu;59.0;30.0;0.0;;
2399;5902530;Jormasjärvi;W;Vedenkorkeus;59.882;Jatkuva;17.11.1976;19.01.2026;Kainuu;14416.0;14386.0;;;
2400;5902610;Nuasjärvi, Rehjanselkä;W;Vedenkorkeus;59.811;Jatkuva;25.11.1956;18.01.2026;Kainuu;63.0;33.0;0.0;;
2405;5903210;Oulujärvi, Melalahti;W;Vedenkorkeus;59.331;Jatkuva;1.1.1957;18.01.2026;Kainuu;65.0;34.0;0.0;;
2408;5903330;Oulujärvi, Vuottolahti;W;Vedenkorkeus;59.321;Jatkuva;1.1.1977;18.01.2026;Kainuu;65.0;33.0;0.0;;
2409;5903410;Oulujärvi, Vaala;W;Vedenkorkeus;59.311;Jatkuva;1.1.1950;18.01.2026;Pohjois-Pohjanmaa;72.0;38.0;0.0;;
2410;5903470;Otermajärvi;W;Vedenkorkeus;59.262;Jatkuva;18.3.1974;18.01.2026;Pohjois-Pohjanmaa;14046.0;14012.0;;;
2415;6000100;Porkkalan silta;W;Vedenkorkeus;60.022;Jatkuva;1.12.1961;18.01.2026;Pohjois-Pohjanmaa;7451.0;7414.0;;7401.0;
2416;6000110;Iso Puutiojärvi;W;Vedenkorkeus;60.052;Jatkuva;27.2.1974;18.01.2026;Kainuu;14936.0;14902.0;;;
2418;6000200;Nuorittajoki;W;Vedenkorkeus;60.061;Jatkuva;1.1.1963;18.01.2026;Pohjois-Pohjanmaa;8567.0;8530.0;;8517.0;
2420;6000410;Haukipudas;W;Vedenkorkeus;60.011;Jatkuva;1.1.1976;18.01.2026;Pohjois-Pohjanmaa;967.0;927.0;890.0;;
2423;6100200;Irnijärvi;W;Vedenkorkeus;61.321;Jatkuva;1.1.1967;17.01.2026;Pohjois-Pohjanmaa;43.0;13.0;;0.0;
2425;6100220;Tyräjärvi;W;Vedenkorkeus;61.381;Jatkuva;1.1.1961;18.01.2026;Pohjois-Pohjanmaa;22325.0;22294.0;;;
2426;6100230;Jokijärvi;W;Vedenkorkeus;61.312;Jatkuva;19.2.1960;17.01.2026;Pohjois-Pohjanmaa;44.0;13.0;;0.0;
2428;6100300;Kostonjärvi;W;Vedenkorkeus;61.622;Jatkuva;1.1.1965;17.01.2026;Pohjois-Pohjanmaa;65.0;33.0;0.0;;
2431;6100340;Kynsijärvi;W;Vedenkorkeus;61.631;Jatkuva;21.1.1965;17.01.2026;Lappi;;;0.0;;
2433;6100500;Väätäjänsuvanto;W;Vedenkorkeus;61.231;Jatkuva;28.9.1955;19.01.2026;Pohjois-Pohjanmaa;16157.0;16124.0;;16111.0;
2436;6100620;Suolijärvi;W;Vedenkorkeus;61.722;Jatkuva;1.1.1961;19.01.2026;Kainuu;14931.0;14898.0;;;
2438;6100640;Jaurakkajärvi;W;Vedenkorkeus;61.712;Jatkuva;1.3.1960;18.01.2026;Pohjois-Pohjanmaa;12386.0;12352.0;;;
2439;6100700;Jongunjärvi;W;Vedenkorkeus;61.214;Jatkuva;6.4.1984;19.01.2026;Pohjois-Pohjanmaa;35.0;0.0;;;
2442;6101100;Livojärvi;W;Vedenkorkeus;61.533;Jatkuva;1.1.1960;19.01.2026;Lappi;32.0;0.0;;;
2444;6101210;Livojoki, Hanhikoski;W;Vedenkorkeus;61.512;Jatkuva;27.9.1972;19.01.2026;Pohjois-Pohjanmaa;11581.0;11545.0;;;
2446;6101600;Siuruanjoki, Leuvankoski;W;Vedenkorkeus;61.412;Jatkuva;9.9.1959;18.01.2026;Pohjois-Pohjanmaa;4582.0;4544.0;;;
2450;6300100;Oijärvi;W;Vedenkorkeus;63.021;Jatkuva;1.1.1954;19.01.2026;Pohjois-Pohjanmaa;8981.0;8940.0;;;
2452;6300210;Ravaska;W;Vedenkorkeus;63.012;Jatkuva;1.1.1965;18.01.2026;Pohjois-Pohjanmaa;2654.0;2613.0;;;
2453;6400100;Simojärvi;W;Vedenkorkeus;64.051;Jatkuva;1.1.1962;18.01.2026;Lappi;17565.0;17530.0;;;
2455;6400310;Hosionkoski;W;Vedenkorkeus;64.022;Jatkuva;17.1.1962;19.01.2026;Lappi;10910.0;10872.0;;;
2457;6400410;Simo;W;Vedenkorkeus;64.012;Jatkuva;1.1.1965;18.01.2026;Lappi;1079.0;1039.0;;;
2458;6500210;Porttipahta, ylä;W;Vedenkorkeus;65.822;Jatkuva;1.1.1971;18.01.2026;Lappi;38.0;;;0.0;
2460;6500380;Sattasjoki;W;Vedenkorkeus;65.861;Jatkuva;11.10.1976;18.01.2026;Lappi;29.0;;;0.0;
2461;6500410;Kitinen, Kurittukoski, ylä;W;Vedenkorkeus;65.822;Jatkuva;1.10.1987;18.01.2026;Lappi;27.0;;;0.0;
2462;6500420;Kitinen, Vajukoski, ylä;W;Vedenkorkeus;65.822;Jatkuva;1.10.1984;18.01.2026;Lappi;28.0;;;0.0;
2463;6500480;Kitinen, Kurkiaska, ylä;W;Vedenkorkeus;65.814;Jatkuva;1.1.1993;18.01.2026;Lappi;31.0;;;0.0;
2466;6500520;Kitinen, Kokkosniva, ylä;W;Vedenkorkeus;65.813;Jatkuva;8.10.1990;18.01.2026;Lappi;32.0;14.0;;0.0;
2467;6500600;Vuotso;W;Vedenkorkeus;65.931;Jatkuva;1.10.1971;17.01.2026;Lappi;26.0;;;0.0;
2468;6500610;Lokka, ylä;W;Vedenkorkeus;65.931;Jatkuva;1.1.1968;18.01.2026;Lappi;42.0;;;0.0;
2469;6501400;Isojärvi;W;Vedenkorkeus;65.394;Jatkuva;16.3.1951;17.01.2026;Lappi;;;0.0;;
2471;6501530;Luksuan pato;W;Vedenkorkeus;65.393;Jatkuva;29.8.1973;17.01.2026;Lappi;67.0;;0.0;;
2473;6501620;Räpsyn kanava;W;Vedenkorkeus;65.392;Jatkuva;12.2.1972;17.01.2026;Lappi;68.0;;0.0;;
2474;6501700;Kemihaara;W;Vedenkorkeus;65.411;Jatkuva;24.8.1921;18.01.2026;Lappi;15418.0;15387.0;;15374.0;15387.0
2475;6502000;Kemijärvi, Kemijärvi;W;Vedenkorkeus;65.311;Jatkuva;26.8.1918;18.01.2026;Lappi;45.0;13.0;;0.0;
2476;6502010;Kemijärvi, Kulmunki;W;Vedenkorkeus;65.311;Jatkuva;1.1.1965;18.01.2026;Lappi;47.0;14.0;;0.0;
2478;6502033;Seitakorva, ylä;W;Vedenkorkeus;65.311;Jatkuva;1.1.1971;18.01.2026;Lappi;45.0;;;0.0;
2480;6502110;Iso-Kaihua;W;Vedenkorkeus;65.241;Jatkuva;1.1.1960;18.01.2026;Lappi;47.0;14.0;;0.0;
2481;6502113;Saukkojärvi;W;Vedenkorkeus;65.243;Jatkuva;1.1.1971;18.01.2026;Lappi;47.0;;;0.0;
2482;6502114;Pikku-Kaarni;W;Vedenkorkeus;65.242;Jatkuva;1.1.1971;18.01.2026;Lappi;47.0;;;0.0;
2483;6502116;Iso-Kaarni;W;Vedenkorkeus;65.242;Jatkuva;1.1.1971;18.01.2026;Lappi;47.0;;;0.0;
2484;6502117;Vanttausjärvi;W;Vedenkorkeus;65.244;Jatkuva;1.11.1972;18.01.2026;Lappi;48.0;;;0.0;
2485;6502118;Alalampi;W;Vedenkorkeus;65.22;Jatkuva;1.11.1972;18.01.2026;Lappi;48.0;;;0.0;
2486;6502120;Pirttikoski, ylä;W;Vedenkorkeus;65.231;Jatkuva;1.1.1960;18.01.2026;Lappi;46.0;;;0.0;
3779;4400450;Kangas–Annala-tien silta;W;Vedenkorkeus;44.022;Jatkuva;27.6.2019;18.01.2026;Etelä-Pohjanmaa;56.0;;;0.0;
3782;6503225;Loukinen Tuohiranta;W;Vedenkorkeus;65.691;Jatkuva;8.8.2019;18.01.2026;Lappi;0.0;;;;
3783;3509108;Halinanlammi;W;Vedenkorkeus;35.964;Jatkuva;24.1.2018;4.1.2021;Kanta-Häme;0.0;;;;
