paikka_id;Tunnus;Nimi;Suurekoodi;Suure;Vesistonumero;Tila;EnsimmainenHavainto;ViimeisinHavainto;Maakunta;N2000;N60;NN;N43;LN
2226;3506500;Näsijärvi, Murole, ala;W;Vedenkorkeus;35.312;Jatkuva;01.01.1863;19.12.2025;Pirkanmaa;9347;9314;9289;;
2227;3506610;Kuusjärvi;W;Vedenkorkeus;35.341;Jatkuva;1.1.1986;19.12.2025;Pirkanmaa;10678;10645;;;
2230;3506920;Näsijärvi, Tampere;W;Vedenkorkeus;35.311;Jatkuva;1.1.1971;18.12.2025;Pirkanmaa;0;31;-53;;
2232;3507210;Pyhäjärvi, Nokia;W;Vedenkorkeus;35.211;Jatkuva;1.1.1961;18.12.2025;Pirkanmaa;0;-32;-55;;
2234;3507410;Melo, ylä;W;Vedenkorkeus;35.211;Jatkuva;1.11.1993;18.12.2025;Pirkanmaa;0;;-55;;
2235;3507420;Melo, ala;W;Vedenkorkeus;35.132;Jatkuva;1.11.1993;18.12.2025;Pirkanmaa;0;;-55;;
2236;3507600;Linnanjärvi;W;Vedenkorkeus;35.533;Jatkuva;1.8.1910;19.12.2025;Pirkanmaa;64;31;0;;
2238;3507710;Parkanonjärvi;W;Vedenkorkeus;35.532;Jatkuva;1.1.1981;19.12.2025;Pirkanmaa;64;;0;;
2239;3507900;Leppäsjärvi;W;Vedenkorkeus;35.571;Jatkuva;1.3.1933;19.12.2025;Pirkanmaa;10007;9973;;9960;
2240;3508000;Jämijärvi;W;Vedenkorkeus;35.542;Jatkuva;1.1.1911;19.12.2025;Satakunta;9960;9925;9897;;
2242;3508210;Kyrösjärvi, etelä;W;Vedenkorkeus;35.521;Jatkuva;1.7.1925;19.12.2025;Pirkanmaa;0;-33;-59;;
2243;3508400;Siuro, ylä;W;Vedenkorkeus;35.511;Jatkuva;01.01.1894;19.12.2025;Pirkanmaa;55;;0;;
2246;3508610;Kulovesi;W;Vedenkorkeus;35.132;Jatkuva;1.1.1959;18.12.2025;Pirkanmaa;55;23;0;;
2247;3508700;Rautavesi;W;Vedenkorkeus;35.131;Jatkuva;22.6.1910;18.12.2025;Pirkanmaa;57;25;0;;
2248;3508720;Liekovesi;W;Vedenkorkeus;35.131;Jatkuva;1.1.1957;18.12.2025;Pirkanmaa;57;25;0;;
2249;3508730;Hartolankoski, ylä;W;Vedenkorkeus;35.123;Jatkuva;1.1.1956;18.12.2025;Pirkanmaa;57;;0;;
2250;3508740;Hartolankoski, ala;W;Vedenkorkeus;35.123;Jatkuva;1.1.1957;18.12.2025;Pirkanmaa;57;;0;;
2251;3508800;Kiikka;W;Vedenkorkeus;35.123;Jatkuva;1.1.1903;19.12.2025;Pirkanmaa;32;0;-25;;
2252;3509000;Äetsä, ylä;W;Vedenkorkeus;35.123;Jatkuva;1.1.1935;18.12.2025;Pirkanmaa;58;25;0;;
2253;3509010;Äetsä, ala;W;Vedenkorkeus;35.122;Jatkuva;1.1.1933;18.12.2025;Pirkanmaa;58;25;0;;
2254;3509110;Pyhäjärvi, Saari;W;Vedenkorkeus;35.931;Jatkuva;1.1.1926;19.12.2025;Kanta-Häme;9639;9612;9595;;
2256;3509140;Liesjärvi;W;Vedenkorkeus;35.982;Jatkuva;1.1.1963;19.12.2025;Kanta-Häme;10776;10750;;10740;
2259;3509210;Kuhalankoski, ylä;W;Vedenkorkeus;35.931;Jatkuva;22.3.1937;19.12.2025;Kanta-Häme;28;0;-17;;
2260;3509220;Kuhalankoski, ala;W;Vedenkorkeus;35.931;Jatkuva;14.6.1937;28.2.2015;Kanta-Häme;28;0;;;
2262;3509310;Loimijoki, Sallila, ylä;W;Vedenkorkeus;35.913;Jatkuva;15.9.1954;14.11.2025;Satakunta;31;0;;;
2263;3509320;Loimijoki, Sallila, ala;W;Vedenkorkeus;35.913;Jatkuva;1.1.1956;14.11.2025;Satakunta;31;0;;;
2265;3509410;Loimijoki, Maurialankoski;W;Vedenkorkeus;35.912;Jatkuva;1.8.1984;19.12.2025;Satakunta;5232;5200;;;
2267;3509800;Sääksjärvi;W;Vedenkorkeus;35.152;Jatkuva;15.7.1910;19.12.2025;Satakunta;4848;4813;4787;;
2270;3509911;Syyränsuu;W;Vedenkorkeus;35.122;Jatkuva;1.1.1970;18.12.2025;Satakunta;58;;0;;
2275;3510111;Pahakoski, 780;W;Vedenkorkeus;35.122;Jatkuva;1.1.1958;18.12.2025;Satakunta;59;;0;;
2276;3510130;Upas, 730;W;Vedenkorkeus;35.122;Jatkuva;1.1.1970;18.12.2025;Satakunta;59;;0;;
2277;3510330;Kolsi, ylä;W;Vedenkorkeus;35.122;Jatkuva;1.1.1971;18.12.2025;Satakunta;59;;0;;
2278;3510340;Kolsi, ala;W;Vedenkorkeus;35.121;Jatkuva;1.11.1993;18.12.2025;Satakunta;59;;0;;
2279;3510400;Harjavalta, ylä;W;Vedenkorkeus;35.121;Jatkuva;1.1.1981;18.12.2025;Satakunta;61;;0;;
2285;3602100;Isojärvi;W;Vedenkorkeus;36.014;Jatkuva;1.1.1960;19.12.2025;Satakunta;3436;3400;;;
2286;3602200;Eteläjoki, Paratiisikoski;W;Vedenkorkeus;36.016;Jatkuva;1.1.1970;19.12.2025;Satakunta;378;340;;;
2288;3602300;Pohjajoki;W;Vedenkorkeus;36.012;Jatkuva;1.1.1968;19.12.2025;Satakunta;2034;1996;;;
2289;3602500;Lankoski, ylä;W;Vedenkorkeus;36.011;Jatkuva;1.1.1970;19.12.2025;Satakunta;3315;3277;;;
2290;3700300;Perus;W;Vedenkorkeus;37.013;Jatkuva;1.8.1978;19.12.2025;Pohjanmaa;1068;1027;;;
2294;3800910;Puskamarkki;W;Vedenkorkeus;38.001;Jatkuva;8.8.1985;19.12.2025;Pohjanmaa;1949;1908;1876;1895;
2295;3900800;Allmänningsforsen;W;Vedenkorkeus;39.001;Jatkuva;1.2.1981;19.12.2025;Pohjanmaa;55;13;;0;
2298;4000910;Malax;W;Vedenkorkeus;40.002;Jatkuva;1.6.1978;19.12.2025;Pohjanmaa;628;585;;;
2299;4100900;Karkkimala;W;Vedenkorkeus;41.001;Jatkuva;1.1.1972;19.12.2025;Pohjanmaa;314;270;233;;
2304;4200420;Seinäjärvi;W;Vedenkorkeus;42.074;Jatkuva;1.6.1957;19.12.2025;Pirkanmaa;50;16;;0;
2306;4200600;Kyrönjoki, Hanhikoski;W;Vedenkorkeus;42.023;Jatkuva;1.5.1951;19.12.2025;Etelä-Pohjanmaa;3204;3164;3128;;
2307;4200800;Pappilankoski;W;Vedenkorkeus;42.021;Jatkuva;23.3.1912;19.12.2025;Etelä-Pohjanmaa;1726;1683;1647;;
2308;4201000;Skatila;W;Vedenkorkeus;42.012;Jatkuva;1.1.1911;19.12.2025;Pohjanmaa;269;225;188;;
2309;4400100;Kuortaneenjärvi;W;Vedenkorkeus;44.033;Jatkuva;19.11.1929;19.12.2025;Etelä-Pohjanmaa;7538;7500;;7486;
2310;4400110;Töysänjoki;W;Vedenkorkeus;44.081;Jatkuva;1.5.1980;19.12.2025;Etelä-Pohjanmaa;10158;10122;;;
2312;4400210;Hirvijärvi;W;Vedenkorkeus;44.092;Jatkuva;1.5.1984;19.12.2025;Etelä-Pohjanmaa;54;;;0;
2314;4400310;Tampparinkoski;W;Vedenkorkeus;44.031;Jatkuva;1.5.1980;19.12.2025;Etelä-Pohjanmaa;3316;3275;;;
2315;4400320;Kauhavanjoki;W;Vedenkorkeus;44.061;Jatkuva;21.4.1955;19.12.2025;Etelä-Pohjanmaa;56;13;;0;
2318;4400610;Keppo;W;Vedenkorkeus;44.011;Jatkuva;4.2.1935;19.12.2025;Pohjanmaa;1917;1874;1836;;
2835;402740;Iso-Hietajärvi;W;Vedenkorkeus;4.963;Jatkuva;29.4.1988;5.3.2018;Pohjois-Karjala;16469;16446;;;
2836;402770;Pieni-Hietajärvi;W;Vedenkorkeus;4.963;Jatkuva;5.5.1988;5.3.2018;Pohjois-Karjala;16475;16452;;;
2862;405421;Osmanginjärvi;W;Vedenkorkeus;4.562;Jatkuva;2.1.1960;30.8.2006;Pohjois-Savo;9894;;;9850;
2866;405412;Kilpijärvi;W;Vedenkorkeus;4.581;Jatkuva;1.4.1982;19.12.2025;Pohjois-Savo;8543;;;8502;
2885;407927;Pöljänjärvi;W;Vedenkorkeus;4.652;Jatkuva;7.5.1975;19.12.2025;Pohjois-Savo;8966;8937;;;
2914;1403020;Ahveninen;W;Vedenkorkeus;14.722;Jatkuva;2.9.1975;19.12.2025;Pohjois-Savo;39;10;;0;
2951;403031;Naarajärvi;W;Vedenkorkeus;4.284;Jatkuva;6.4.2001;18.12.2025;Pohjois-Savo;11972;11943;;;
2953;1700500;Ilolanjoki, Ilolan silta;W;Vedenkorkeus;17.001;Jatkuva;8.1.1996;19.12.2025;Uusimaa;532;507;;;
2961;8102600;Pitkäjärvi;W;Vedenkorkeus;81.055;Jatkuva;2.4.1946;3.12.2025;Uusimaa;1824;1800;;;
2966;1700600;Tiiläänjärvi;W;Vedenkorkeus;17.005;Jatkuva;27.1.1983;19.12.2025;Uusimaa;1598;1573;;;
2973;2300210;Pitkäjärvi, meijerin laituri;W;Vedenkorkeus;23.071;Jatkuva;7.1.1998;19.12.2025;Uusimaa;4093;4067;;;
2976;2300200;Pusulanjärvi eli Jäämäjärvi, luusua;W;Vedenkorkeus;23.062;Jatkuva;1.1.1977;19.12.2025;Uusimaa;3803;3777;;3768;
2978;1500600;Taasianjoki, Holmankoski;W;Vedenkorkeus;15.002;Jatkuva;1.1.1980;19.12.2025;Uusimaa;416;393;;389;
2980;1601100;Koskenkylänjoki, Niinikoski;W;Vedenkorkeus;16.001;Jatkuva;25.3.1981;19.12.2025;Uusimaa;654;629;;;
2985;8102000;Loviisanjoki, urheilukenttä;W;Vedenkorkeus;81.027;Jatkuva;2.2.1996;19.12.2025;Uusimaa;211;188;;;
2986;2200100;Enäjärvi, Hulttilanjoki;W;Vedenkorkeus;22.004;Jatkuva;1.1.1977;19.12.2025;Uusimaa;4942;4917;;;
2990;2300240;Nummenjoki, Pirkkula;W;Vedenkorkeus;23.061;Jatkuva;9.6.1981;19.12.2025;Uusimaa;3326;3300;;;
2992;2300340;Vihtijärvi, Sorvarinjoki;W;Vedenkorkeus;23.092;Jatkuva;8.1.1983;19.12.2025;Uusimaa;8646;8621;;;
3002;2000200;Sipoonjoki, Brobölen pato;W;Vedenkorkeus;20.001;Jatkuva;19.5.1981;19.12.2025;Uusimaa;431;;;400;
3005;8102800;Espoonjoki;W;Vedenkorkeus;81.055;Jatkuva;24.3.1995;19.12.2025;Uusimaa;85;60;;;
3015;2104700;Luhtajoki (Hagalund);W;Vedenkorkeus;21.051;Jatkuva;7.1.1997;19.12.2025;Uusimaa;2694;2669;;;
3017;2104900;Lepsämänjoki;W;Vedenkorkeus;21.041;Jatkuva;1.4.1996;19.12.2025;Uusimaa;2726;2701;;;
3021;410440;Purnujärvi;W;Vedenkorkeus;4.193;Jatkuva;15.5.1977;19.12.2025;Etelä-Karjala;6786;6767;;;
3025;900100;Urpalanjärvi;W;Vedenkorkeus;9.006;Jatkuva;1.3.1964;19.12.2025;Etelä-Karjala;6006;5985;;5980;
3026;900200;Suurijärvi;W;Vedenkorkeus;9.002;Jatkuva;1.1.1965;19.12.2025;Etelä-Karjala;2631;2610;;;
3027;1300200;Enäjärvi-Sanijärvi;W;Vedenkorkeus;13.002;Jatkuva;1.10.1973;19.12.2025;Kymenlaakso;5129;5108;5100;;
3028;1300100;Saaramaanjärvi;W;Vedenkorkeus;13.003;Jatkuva;1.10.1973;19.12.2025;Kymenlaakso;6421;6400;6393;;
3031;1411210;Ahvenkoski ylä;W;Vedenkorkeus;14.111;Jatkuva;1.3.2001;18.12.2025;Kymenlaakso;28;;0;;
3032;1411240;Ahvenkoski ala;W;Vedenkorkeus;81V024;Jatkuva;1.3.2001;18.12.2025;Kymenlaakso;28;;0;;
3034;1409710;Värälä;W;Vedenkorkeus;14.113;Jatkuva;3.1.1974;18.12.2025;Kymenlaakso;31;;0;;
3035;1410910;Ediskoski ylä (stockfors);W;Vedenkorkeus;14.111;Jatkuva;1.3.1975;18.12.2025;Kymenlaakso;28;;0;;
3036;1411140;Stråka ylä;W;Vedenkorkeus;14.111;Jatkuva;1.3.1975;18.12.2025;Kymenlaakso;28;;0;;
3037;1411100;Klåsarö, ylävesi;W;Vedenkorkeus;14.111;Jatkuva;1.3.1975;18.12.2025;Kymenlaakso;28;;0;;
3040;1408910;Kannus- eli Ruokokoski, ylä;W;Vedenkorkeus;14.183;Jatkuva;1.3.1975;18.12.2025;Kymenlaakso;22;0;;;
3041;1408920;Kannus- eli  Ruokokoski, ala;W;Vedenkorkeus;14.183;Jatkuva;1.3.1975;18.12.2025;Kymenlaakso;22;0;;;
3045;2101500;Vantaa, Ylikylä;W;Vedenkorkeus;21.021;Jatkuva;19.3.2002;19.12.2025;Uusimaa;2905;2880;;;
3049;5300110;Reis-Vuohtajärvi;W;Vedenkorkeus;53.053;Jatkuva;1.1.1976;19.12.2025;Pohjois-Pohjanmaa;38;0;;;
3050;5300330;Settijärvi;W;Vedenkorkeus;53.072;Jatkuva;1.1.1976;19.12.2025;Pohjois-Pohjanmaa;38;0;;;
3051;5300230;Kuonanjärvi;W;Vedenkorkeus;53.082;Jatkuva;1.1.1976;19.12.2025;Pohjois-Pohjanmaa;38;0;;;
3052;5300120;Kiljanjärvi;W;Vedenkorkeus;53.057;Jatkuva;1.1.1976;19.12.2025;Pohjois-Pohjanmaa;38;0;;;
3053;5300410;Pidisjärvi;W;Vedenkorkeus;53.033;Jatkuva;1.1.1992;19.12.2025;Pohjois-Pohjanmaa;38;0;;;
3055;5300130;Korpinen;W;Vedenkorkeus;53.058;Jatkuva;25.1.1969;19.12.2025;Pohjois-Pohjanmaa;-96;-134;;;
3056;5300140;Iso-Juurikka;W;Vedenkorkeus;53.059;Jatkuva;9.1.1969;19.12.2025;Pohjois-Pohjanmaa;72;34;;;
3062;8103200;Ingarskilaån;W;Vedenkorkeus;81.064;Jatkuva;13.6.2001;19.12.2025;Uusimaa;122;97;;;
3068;2100210;Vantaanjoki, Paloheimo;W;Vedenkorkeus;21.023;Jatkuva;1.9.2001;19.12.2025;Kanta-Häme;26;0;;;
3072;3602110;Salmus ala;W;Vedenkorkeus;36.013;Jatkuva;8.9.1999;19.12.2025;Satakunta;3422;3384;;;
3075;1300101;Reitkalli, Puutarhak. silta;W;Vedenkorkeus;13.001;Jatkuva;2.4.2003;19.12.2025;Kymenlaakso;910;889;;884;
3078;6100222;Turpeisenjärvi;W;Vedenkorkeus;61.313;Jatkuva;29.6.1965;30.6.2012;Pohjois-Pohjanmaa;910;889;;884;
3079;6100710;Pudasjärvi, Tuulisalmi;W;Vedenkorkeus;61.133;Jatkuva;8.4.1959;19.12.2025;Pohjois-Pohjanmaa;50;14;;0;
3082;8102510;Nuuksion Pitkäjärvi;W;Vedenkorkeus;81.057;Jatkuva;1.1.1973;30.10.2025;Uusimaa;50;14;;0;
3084;2300944;Kirkkojärvi, Karjaa;W;Vedenkorkeus;23.012;Jatkuva;2.1.1975;19.12.2025;Uusimaa;50;14;;0;
3093;8102520;Bodom;W;Vedenkorkeus;81.055;Jatkuva;1.1.1973;19.12.2025;Uusimaa;50;14;;0;
3095;5902240;Katerma, ylä;W;Vedenkorkeus;59.911;Jatkuva;;;Kainuu;50;14;;0;
3100;3510730;Pori, Rauman silta;W;Vedenkorkeus;35.111;Jatkuva;;;Satakunta;36;0;;;
3103;3509112;Koijärvi;W;Vedenkorkeus;35.965;Jatkuva;18.1.1983;19.12.2025;Kanta-Häme;29;0;;;
3104;3509111;Pehkijärvi;W;Vedenkorkeus;35.933;Jatkuva;1.4.1971;19.12.2025;Kanta-Häme;28;0;;;
3107;3502530;Äimäjärvi;W;Vedenkorkeus;35.262;Jatkuva;24.8.1982;19.12.2025;Kanta-Häme;8136;8109;;8100;
3108;3509130;Kaartjärvi;W;Vedenkorkeus;35.887;Jatkuva;10.3.1938;19.12.2025;Kanta-Häme;27;0;;;
3113;3502310;Alajärvi;W;Vedenkorkeus;35.892;Jatkuva;1.1.2007;18.12.2025;Kanta-Häme;0;-27;-44;;
3114;3502200;Loppijärvi;W;Vedenkorkeus;35.874;Jatkuva;28.10.1943;19.12.2025;Kanta-Häme;37;10;;0;
3116;3502420;Ojajärvi;W;Vedenkorkeus;35.876;Jatkuva;1.1.1992;18.12.2025;Kanta-Häme;37;10;;0;
3117;3502540;Katumajärvi, uimarannan laituri;W;Vedenkorkeus;35.236;Jatkuva;30.11.1953;19.12.2025;Kanta-Häme;28;0;;;
3118;3502410;Alasjärvi;W;Vedenkorkeus;35.872;Jatkuva;1.12.1995;19.12.2025;Kanta-Häme;36;8;;0;
3119;3501320;Eteläistenjärvi;W;Vedenkorkeus;35.775;Jatkuva;1.3.1948;19.12.2025;Kanta-Häme;0;-27;;;
3120;2100230;Arolammen silta;W;Vedenkorkeus;21.023;Jatkuva;1.11.1999;19.12.2025;Kanta-Häme;26;0;;-7;
3127;3501010;Vehkajärvi;W;Vedenkorkeus;35.784;Jatkuva;10.4.1947;19.12.2025;Päijät-Häme;11037;11009;;;
3131;3501940;Haminanvuolle (Teuronjoki-Puujoki);W;Vedenkorkeus;35.823;Jatkuva;22.12.1954;19.12.2025;Kanta-Häme;40;14;0;;
3132;3501931;Oriharonjärvi;W;Vedenkorkeus;35.834;Jatkuva;2.4.1959;18.12.2025;Päijät-Häme;40;14;0;;
3136;3501930;Valkjärvi;W;Vedenkorkeus;35.838;Jatkuva;11.4.1958;19.12.2025;Päijät-Häme;39;14;0;;
3145;3600600;Karvian Kirkkojärvi;W;Vedenkorkeus;36.042;Jatkuva;1.1.1968;19.12.2025;Satakunta;12881;12844;;;
3146;5700120;Iso-Lamujärvi;W;Vedenkorkeus;57.063;Jatkuva;1.1.1971;19.12.2025;Pohjois-Pohjanmaa;13601;;;13555;
3147;4700110;Alajärvi;W;Vedenkorkeus;47.043;Jatkuva;1.1.1982;19.12.2025;Etelä-Pohjanmaa;51;;;0;
3152;3600530;Riuttan pato, ala;W;Vedenkorkeus;36.015;Jatkuva;19.8.2003;19.12.2025;Satakunta;3936;3900;;;
3163;1402211;Keitele, Äänekoski;W;Vedenkorkeus;14.411;Jatkuva;1.7.2003;30.11.2025;Keski-Suomi;56;26;0;;
3164;3508520;Mouhijärvi;W;Vedenkorkeus;35.155;Jatkuva;1.1.1995;19.12.2025;Pirkanmaa;45;12;;0;
3176;2200200;Poikkipuoliainen;W;Vedenkorkeus;22.004;Jatkuva;1.4.1977;19.12.2025;Uusimaa;4850;4825;;;
3188;2101320;Rusutjärvi;W;Vedenkorkeus;21.083;Jatkuva;21.5.1992;18.12.2025;Uusimaa;26;0;;;
3199;2400710;Saarenjärvi, etelä;W;Vedenkorkeus;24.012;Jatkuva;6.9.1999;18.12.2025;Varsinais-Suomi;1518;1492;;;
3200;2400700;Perniönjoki, Pesän silta;W;Vedenkorkeus;24.041;Jatkuva;23.4.2015;19.12.2025;Varsinais-Suomi;27;0;;;
3201;2400200;Hirsjärvi, Kirveslahti;W;Vedenkorkeus;24.062;Jatkuva;12.4.1995;19.12.2025;Varsinais-Suomi;4823;4796;;;
3207;3600930;Niemijärvi, oik;W;Vedenkorkeus;36.061;Jatkuva;1.1.1979;19.12.2025;Satakunta;4099;4061;;;
3212;5700162;Kortteinen pato;W;Vedenkorkeus;57.062;Jatkuva;1.12.1966;19.12.2025;Pohjois-Pohjanmaa;47;;;0;
3217;5703100;Lämsänkoski;W;Vedenkorkeus;57.031;Jatkuva;1.12.1973;19.12.2025;Pohjois-Pohjanmaa;48;13;;0;
3219;5800100;Tyrnävänjoki, lm;W;Vedenkorkeus;58.052;Jatkuva;10.4.1989;19.12.2025;Pohjois-Pohjanmaa;38;0;;;
3222;6500720;Pyhäjoki;W;Vedenkorkeus;65.652;Jatkuva;8.9.2004;19.12.2025;Lappi;38;0;;;
3225;8400800;Haapajärven tekoallas;W;Vedenkorkeus;84.088;Jatkuva;30.10.1966;19.12.2025;Pohjois-Pohjanmaa;38;0;;;
3232;6500710;Pallasjärvi;W;Vedenkorkeus;65.652;Jatkuva;7.9.2004;19.12.2025;Lappi;26618;26592;;;
3233;5400150;Venetpalo,ylä;W;Vedenkorkeus;54.041;Jatkuva;26.9.2004;19.12.2025;Pohjois-Pohjanmaa;26618;26592;;;
3234;8400900;Pattijoki;W;Vedenkorkeus;84.09;Jatkuva;7.6.1984;19.12.2025;Pohjois-Pohjanmaa;42;0;;;
3242;5300150;Jalkakosken sp;W;Vedenkorkeus;53.043;Jatkuva;4.10.2004;19.12.2025;Pohjois-Pohjanmaa;42;0;;;
3243;5300164;Haittaperän sp;W;Vedenkorkeus;53.082;Jatkuva;4.10.2004;19.12.2025;Pohjois-Pohjanmaa;42;0;;;
3256;2100300;Ridasjärvi, Pohjapato;W;Vedenkorkeus;21.094;Jatkuva;1.1.1994;18.12.2025;Uusimaa;25;0;;;
3259;2101710;Vantaanjoki, Vanhakaupunki;W;Vedenkorkeus;21.011;Jatkuva;18.10.2004;5.8.2014;Uusimaa;25;0;;;
3275;4900344;Kaitfors, Alavesi, Kvarnholm;W;Vedenkorkeus;49.021;Jatkuva;1.1.1987;31.12.2018;Pohjanmaa;25;0;;;
3276;4900345;Kaitfors;W;Vedenkorkeus;49.021;Jatkuva;1.1.1987;19.12.2025;Pohjanmaa;57;;;0;
3278;3510771;Lukkarinsanta;W;Vedenkorkeus;35.111;Jatkuva;30.11.2004;19.12.2025;Satakunta;-13;-50;;;
3279;1800110;Mallusjärvi;W;Vedenkorkeus;18.033;Jatkuva;1.1.1977;18.12.2025;Päijät-Häme;24;0;;;
3310;8400910;Pattijoen säännöstelypato, ylävesi;W;Vedenkorkeus;84.09;Jatkuva;26.8.2008;19.12.2025;Pohjois-Pohjanmaa;24;0;;;
3311;8400920;Pattijoen säännöstelypato, alavesi;W;Vedenkorkeus;84.09;Jatkuva;26.8.2008;19.12.2025;Pohjois-Pohjanmaa;24;0;;;
3312;6300101;Kivijoki;W;Vedenkorkeus;63.031;Jatkuva;5.11.2005;19.12.2025;Pohjois-Pohjanmaa;37;0;;;
3313;4700325;Ähtävänjoki, Hanhikoski;W;Vedenkorkeus;47.023;Jatkuva;24.9.2005;19.12.2025;Etelä-Pohjanmaa;-9871;-9911;;-9925;
3314;6702520;Tornionjoki, Tornion kaupunki;W;Vedenkorkeus;67.111;Jatkuva;17.11.2005;19.12.2025;Lappi;41;0;;;
3315;6503220;Ounasjoki, Kittilä kirkonkylä;W;Vedenkorkeus;65.542;Jatkuva;17.11.2005;19.12.2025;Lappi;31;0;;;
3316;7101340;Ivalojoki Ivalo kirkonkylä;W;Vedenkorkeus;71.412;Jatkuva;26.10.2005;19.12.2025;Lappi;22;0;;;
3321;3510721;Porin vanha silta;W;Vedenkorkeus;35.111;Jatkuva;10.8.2005;19.12.2025;Satakunta;-63;-100;;;
3322;410441;Kärinki;W;Vedenkorkeus;4.119;Jatkuva;9.2.2000;19.12.2025;Etelä-Karjala;8627;8607;;;
3327;3501201;Nerosjärvi;W;Vedenkorkeus;35.783;Jatkuva;6.4.1981;19.12.2025;Kanta-Häme;27;0;;;
3781;3502550;Matkolammi;W;Vedenkorkeus;35.236;Jatkuva;17.11.2020;19.12.2025;Kanta-Häme;28;0;;;
3786;5600500;Piehinkijoki;W;Vedenkorkeus;56.001;Jatkuva;5.9.2019;19.12.2025;Pohjois-Pohjanmaa;28;0;;;
3799;3510440;Harjavalta, ala;W;Vedenkorkeus;35.121;Jatkuva;12.1.2020;25.3.2020;Satakunta;28;0;;;
3838;3503420;Lempäälä, ala;W;Vedenkorkeus;35.211;Jatkuva;15.8.2007;19.12.2025;Pirkanmaa;52;20;0;;
3855;4700355;Hattar, Alavesi;W;Vedenkorkeus;47.013;Jatkuva;21.10.2020;19.12.2025;Pohjanmaa;42;0;;-14;
3864;408190;Naapuskoski, alavesi;W;Vedenkorkeus;4.271;Jatkuva;14.1.2021;19.12.2025;Pohjois-Savo;42;0;;-14;
3873;4207103;Seinäjoen ohjauspato, oikaisu-uoman suuosa;W;Vedenkorkeus;42.071;Jatkuva;21.3.2016;19.12.2025;Etelä-Pohjanmaa;54;;;0;
3928;3606000;Kodesjärvi;W;Vedenkorkeus;36.034;Jatkuva;31.5.2022;19.12.2025;Etelä-Pohjanmaa;0;;;;
3897;4700655;Herrfors, Alavesi;W;Vedenkorkeus;47.011;Jatkuva;4.3.2021;19.12.2025;Pohjanmaa;43;15;;0;
3899;4700705;Finnholm, Alavesi;W;Vedenkorkeus;47.013;Jatkuva;3.3.2021;19.12.2025;Pohjanmaa;57;14;;0;
3916;3400000;Ahmasoja;W;Vedenkorkeus;34.024;Jatkuva;1.6.2020;19.12.2025;Satakunta;3577;3544;;;
3938;G617302;Pohjoinen Julmalampi PJulmaAM;W;Vedenkorkeus;61.737;Jatkuva;4.9.2020;19.12.2025;Kainuu;0;-32;;;
3941;4400180;Alavudenjärvi;W;Vedenkorkeus;44.051;Jatkuva;3.11.2022;19.12.2025;Etelä-Pohjanmaa;;0;;;
3953;4207302;Kiikun pato, alavesi;W;Vedenkorkeus;42.071;Jatkuva;31.10.2022;19.12.2025;Etelä-Pohjanmaa;55;;;0;
3958;3509870;Piilijoki;W;Vedenkorkeus;35.153;Jatkuva;4.4.2023;4.10.2023;Satakunta;34;0;;-11;
3962;410427;Saarijärvi, Juva;W;Vedenkorkeus;4.163;Jatkuva;9.4.2022;21.7.2025;Etelä-Savo;;;;9400;
3967;4802000;Djupsjön;W;Vedenkorkeus;48.004;Jatkuva;9.8.2024;19.12.2025;Pohjanmaa;;;;9400;
3974;912000;Urpalanjoki, Tohmonsilta;W;Vedenkorkeus;9.001;Jatkuva;2.9.1970;19.12.2025;Kymenlaakso;1532;1511;;1505;
3981;1404850;Kuusjärvi;W;Vedenkorkeus;14.281;Jatkuva;18.3.2014;19.12.2025;Keski-Suomi;9999;9970;;;
3997;2700172;Hovirinnankoski, ylä;W;Vedenkorkeus;27.032;Jatkuva;19.6.2025;19.12.2025;Varsinais-Suomi;0;-28;;-38;
3998;2700112;Painionkoski, Painion luusua;W;Vedenkorkeus;27.042;Jatkuva;19.6.2025;19.12.2025;Varsinais-Suomi;0;-27;;-37;
4012;3505620;Kuorevesi, Vuohiselkä;W;Vedenkorkeus;35.611;Jatkuva;;;Keski-Suomi;0;-27;;-37;
1828;406500;Maaninkajärvi, Ahkionlahti, ala;W;Vedenkorkeus;4.282;Jatkuva;16.03.1863;19.12.2025;Pohjois-Savo;7980;7950;7926;;
1830;406610;Pulkonkoski;W;Vedenkorkeus;4.287;Jatkuva;6.4.1982;19.12.2025;Pohjois-Savo;8768;8739;;;
1831;406700;Laakajärvi;W;Vedenkorkeus;4.644;Jatkuva;1.1.1960;16.12.2025;Pohjois-Savo;58;29;0;;
1832;406800;Kiltuanjärvi;W;Vedenkorkeus;4.642;Jatkuva;1.1.1960;16.12.2025;Pohjois-Savo;58;28;0;;
1833;406900;Korpijärvi;W;Vedenkorkeus;4.631;Jatkuva;1.1.1917;16.12.2025;Pohjois-Savo;52;24;0;;
1834;406910;Sälevä;W;Vedenkorkeus;4.642;Jatkuva;1.1.1981;16.12.2025;Pohjois-Savo;53;;0;;
1835;407000;Atron voimalaitos, ylä;W;Vedenkorkeus;4.631;Jatkuva;1.1.1957;16.12.2025;Pohjois-Savo;52;24;0;;
1836;407200;Syväri, Lastukoski, ylä;W;Vedenkorkeus;4.631;Jatkuva;23.5.1906;16.12.2025;Pohjois-Savo;9368;9342;9318;;
1839;407410;Keyritty;W;Vedenkorkeus;4.673;Jatkuva;4.11.1986;19.12.2025;Pohjois-Savo;11991;11965;;;
